"Scenario","simulation","Africa","East Asia","Eastern Europe and Central Asia","Latin America","North America","Oceania","South Asia","Western and Central Europe","Western Asia"
"Business As Usual",50,1,0.78602806035131,0.883738259284256,0.388392046866748,0.457917019704448,0,0.431911415864586,0.784714459009056,1
"Business As Usual",51,0.708490732557058,0.719376600396182,1,0.348769505017935,0.66693869387266,1,0.42197901233748,0.755012706743617,1
"Business As Usual",52,0.839045904195785,0.932163574569853,0.771532492142328,0.372473094438605,0.218212425468313,0.000539229355249678,0.476454904082621,0.426533128596981,1
"Business As Usual",53,0.940743083059564,0.87043719620624,1,0.293863452525993,0.431050160295545,0.1368031441591,0.425448016399082,0.391759682385046,1
"Business As Usual",54,0.865588583950287,0.870303935459793,0.949767651000381,0.338875540146412,0.324685119359483,0.418378793577085,0.392139518831317,0.764817462304925,0.444039826626232
"Business As Usual",55,1,0.722770460304544,0.936235452788656,0.34495994599089,0.504806294599533,0.761202246589372,0.339563647934984,0.209584155580171,0
"Business As Usual",56,-0.000542236951450413,0.975355127967312,0,0.353586749173808,0.605990847302175,0.1306054100944,0.522185750573252,0.63716109902329,0.756626516421143
"Business As Usual",57,0.919753718410798,0.838424525660969,1,0.323409543673453,0.398350865557781,0.603600532918454,0.481162524207637,0.410048407372337,0.782260002764241
"Business As Usual",58,1,0.877576208565857,1,0.387265441184724,0.599485150149245,0.599486298358824,0.495950052138699,0.390122186101003,0.451807491768923
"Business As Usual",59,1,0.759402295106705,0.950025987028348,0.413206810805851,0.356627590209905,1,0.423388011382337,0.774083624144149,0.998080592791488
"Business As Usual",60,0.85424741634164,0.82542647295026,1,0.331437585948862,0.542174648343662,0.414708554118954,0.469563861430474,0.489295171574912,0.77796734656788
"Business As Usual",61,0.771694800591177,0.850091562383849,0.801378759537845,0.315838079774668,0.440160195465422,0.672616486151739,0.508422590329023,0.286824495084145,0.615409730304642
"Business As Usual",62,1,0.802971580940776,1,0.310801994959844,0.383049940476191,0.358492470882971,0.450844175776962,0.344613215141731,0.975339053578451
"Business As Usual",63,1,0.832573521611419,0.221821615644808,0.379702615315218,0.514696147087475,0.640103677530812,0.412510579991675,0.963621515481831,0.358138286254809
"Business As Usual",64,1,0.759279944901656,1,0.426818650557658,0.477945360513623,0.770535365270899,0.390214625502376,1,1
"Business As Usual",65,0.942877567108119,0.7696361618574,1,0.340124206600252,0.345017511497979,0.147588900716277,0.631213836921366,0.760944406007116,0.000337572634102716
"Business As Usual",66,0.819592923580972,0.84985900534291,0.195743829941666,0.389194821445723,0.384132694085137,0.710757520102465,0.488547420728705,0.499633060975448,0.333184933671543
"Business As Usual",67,0.832486515346567,0.806813000018017,1,0.448808830212059,0.542179738491904,0.5446740895675,0.408996454026632,0.83938592240627,1
"Business As Usual",68,0.558692307071285,0.844081056676871,0,0.350779543570453,0.431403177385379,0,0.516487687992363,0.426170352867438,0.918342443660557
"Business As Usual",69,0.949169158685103,0.789358970803908,0.717208978622478,0.325437832988774,0.516239889613001,0.649655967679446,0.553330002617459,0.42447337074569,0.926466420280055
"Business As Usual",70,1,0.852440349312779,0.362583981974639,0.345945136818303,0.527118968584201,1,0.431043304787855,0.267411686770473,1
"Business As Usual",71,1,0.815786166232555,0.789298079410593,0.285592044873713,0.509397611336166,0.0778616537426166,0.406463513429986,0.685400391976808,1
"Business As Usual",72,0.778232966637808,0.863464410618983,0.434320931902613,0.296925418864231,0.462633983617596,4.6926869724972e-06,0.502841865196152,0.515859999732875,1
"Business As Usual",73,1,0.647979514781613,1,0.546961655770878,0.584185360049672,0.900236094850264,0.482717351890577,0.473386289377858,1
"Business As Usual",74,0.712446498494661,0.838900252831653,1,0.344833191345761,0.594737902199474,0.608213959158359,0.439486905660379,0.549658858898911,1
"Business As Usual",75,0.628825399580091,0.912433997872971,0.51201581094449,0.359369165207369,0.42008482029297,0,0.44686861747673,0.407392146533093,0
"Business As Usual",76,1,0.846722215910911,0.793944328760495,0.339961731170694,0.575721233604448,0.289568984664304,0.537500753329837,0.605919436828017,0.440926322467336
"Business As Usual",77,0.780156550643342,0.86866112296177,0.48504001532254,0.347057211722504,0.463439019425363,1,0.43813908040443,0.686986577735564,0.772976434625694
"Business As Usual",78,0.258374010777494,0.918388287486019,0.794572530855045,0.253467064908775,0.375309947392646,9.53026111328243e-05,0.47665427847665,0.636614104962477,0.419812225947318
"Business As Usual",79,0.560951413651637,0.954363530515265,0.204156557445263,0.336570702000519,0.469919505278182,0.264740047342217,0.467471784762644,0.492321938486644,0.916603822742342
"Business As Usual",80,0.699090110387112,0.979192740319644,0.437329219106928,0.297797116277988,0.351235872494271,0,0.513977891370706,0.331736077365437,0.691255308418013
"Business As Usual",81,0.988676896581166,0.786090622326892,1,0.411077943499216,0.488269298632521,0.182466840804051,0.418806892984542,0.864573042959545,0.528473021700941
"Business As Usual",82,0.229759610926239,0.821950494461783,1,0.369220728672558,0.493016780877223,0.936286902708555,0.448151424971653,0.580837936702083,1
"Business As Usual",83,0.724832664376847,0.883919251523027,0.553487502660222,0.330819700742684,0.42655309300407,0,0.518450714353922,0.595134916729444,0
"Business As Usual",84,0.315766284250808,0.83061192645335,0.016251938732406,0.382897173833681,0.565770941812203,0.47468472025199,0.477285095269821,0.881717947283731,0.919198636549604
"Business As Usual",85,0.834937877207565,0.7901240115047,0.996092540826894,0.354320447771853,0.583650375521278,0.697517881126515,0.427466548865726,0.281744701183943,0.000429235396933625
"Business As Usual",86,0.440656420090447,0.824180788819024,0.378624780690888,0.276986718989454,0.372985124434622,0,0.427098392451417,0.633237862770904,0.660530539759636
"Business As Usual",87,0.535360847063776,0.787812301142416,1,0.43671502701328,0.628179034818775,1,0.399997819310345,0.874743396731651,1
"Business As Usual",88,1,0.876491888104027,1,0.3531776677335,0.458314035153737,0.0754711829152087,0.51734973068643,0.358825863437105,1
"Business As Usual",89,0.621963586357987,0.850300206235261,1,0.407506334519923,0.581226495709793,0.574255024251888,0.506805428491407,0.685657143151707,1
"Business As Usual",90,0.614530690958382,0.943206187805732,0.62567246172114,0.303025313348268,0.501601597557762,0,0.595192119621544,0.581728224688175,0.159229513003668
"Business As Usual",91,0.80973936693084,0.847033495422963,1,0.236539301581984,0.48824076215239,0,0.460930736675191,0.315919197367515,0.000139031243578527
"Business As Usual",92,0.457958483796941,0.926819797095912,0.637245381850042,0.295398215471332,0.547803550743872,7.1713317555828e-05,0.472688596250145,0.568842020369727,0.947639024846184
"Business As Usual",93,1,0.738389250591202,1,0.456526453243055,0.339567601963366,0.868350467153505,0.513629351818946,0.294983603893964,1
"Business As Usual",94,0.909846626508995,0.800293894936233,1,0.40990491380495,0.370435314255545,0.000376176920518884,0.482541822968834,0.790526121259108,1
"Business As Usual",95,0.599055968824511,0.9258382726596,0.741958272842654,0.322141052983168,0.443840318338167,0.000508645731521213,0.48642091358507,0.312595387696092,0.467209138740017
"Business As Usual",96,0.60574412826253,0.892975624051036,0.849793649770724,0.373074552412255,0.416484999141752,0.765076271235875,0.523047676609833,0.369313652059085,0.327558501172987
"Business As Usual",97,0.615357539074172,0.784197959029627,1,0.450356995816095,0.450640063141684,0.624120551207911,0.50928295356741,0.889743319730849,1
"Business As Usual",98,0.954054908456868,0.864535399913062,0.565864368049318,0.34940686059537,0.356188303168343,0,0.522873766795572,0.501605290751606,0.558904032115355
"Business As Usual",99,1,0.905837687437607,0.619570242534222,0.380149043478719,0.462550605673257,0.684934298650425,0.506401539841001,0.698459723420457,0.989743303243679
"Business As Usual",100,0.908235597674358,0.842311621559324,1,0.336538868908557,0.549286963974892,0,0.486887552267735,0.667047414556005,1
"Business As Usual",101,1,0.774600776968434,1,0.456233936692045,0.361026883686681,1,0.386318236691695,0.605465045818383,1
"Business As Usual",102,0.520450950281641,0.91128170287696,0.500228208844788,0.307754048845726,0.453997803864263,0.0935677049722432,0.456407629694628,0.361411128463239,1
"Business As Usual",103,0.55541583892337,0.82928286072008,0.56761795992916,0.336946088495576,0.509577730035932,0.668227869163951,0.506496413330669,0.549766424473199,1
"Business As Usual",104,0.720689297387269,0.834252023496709,0.885083709479815,0.355036318424065,0.452420019029731,0.000110782363419234,0.445584245649949,0.53618982953616,1
"Business As Usual",105,0.858625777218369,0.783782601247574,1,0.279461658130314,0.776696535554003,0.000183195427506253,0.404549236927696,0.52182743446168,1
"Business As Usual",106,1,0.865191956018323,0.661809198796889,0.390978465664665,0.505816610719856,1,0.409248787568843,0.140412245822916,1
"Business As Usual",107,1,0.67034275448097,1,0.400901181204851,0.536553985023272,0.774923728964015,0.474572396373048,0.81418965887862,1
"Business As Usual",108,1,0.742890506451852,0.176936715979703,0.566029426789081,0.499386735005186,1,0.461392058081648,0.593783318983232,1
"Business As Usual",109,0.944486826177872,0.881938240172191,0.96169129726322,0.299008702131067,0.513356169171631,0,0.455748978165298,0.163805888445898,0.755278567547488
"Business As Usual",110,1,0.828875207246241,0.88611927109159,0.385409484202768,0.46094148003493,0.726194778358773,0.459142919263804,0.321701958499741,1
"Business As Usual",111,0.3031332371843,0.834251169212915,0.865954594215596,0.358256271510888,0.617807336771465,0.985236450006948,0.495330958577852,0.324924907211088,0.0727312459796605
"Business As Usual",112,0.809327801306377,0.909127064555463,0.35590159889474,0.383212703606008,0.460724882413716,0,0.516977142857143,0.62769930048403,0.402435570403108
"Business As Usual",113,0.000328900991030376,0.828063899687735,0.000445747214943425,0.213992288949629,0.384210095293034,0.1198880502776,0.411490335570566,0.237135990370658,0.545662568038473
"Business As Usual",114,0.654276526945153,0.956965786623729,0.000389566114022878,0.329439645592759,0.475076558489931,0,0.510065735521793,0.461385096747211,0.431443027342164
"Business As Usual",115,0.35671421745865,0.860347738507432,0.794805654134281,0.378868124389428,0.518041036722339,0.579163614797719,0.382529459345597,0.586081150500281,1
"Business As Usual",116,1,0.854416082042044,1,0.366039122534375,0.576057497838455,0.857472833163478,0.409743722986247,0.101804463719698,1
"Business As Usual",117,1,0.851893007190461,0.293985623846459,0.360925906997128,0.486726328984686,0,0.495948315450283,0.0993796709097494,0.154137210408243
"Business As Usual",118,0.902033701938068,0.801189354196231,0.450456602529009,0.373569761631868,0.384430688321168,0.462572362391751,0.439448011688101,0.788781373622654,1
"Business As Usual",119,1,0.792624630445923,0.85775007368028,0.383197848286412,0.498447407158169,0.330954348539145,0.404508633055678,0.667558776799181,1
"Business As Usual",120,0.713903589562865,0.853204821019581,0.195900483937095,0.391945973101008,0.466600383272385,0.441958747835184,0.559010213841795,0.389963178804585,0.367500859442285
"Business As Usual",121,0.96662977337739,0.771264251722035,1,0.386015601535605,0.617808545950763,0,0.464962534868841,0.871765765206227,1
"Business As Usual",122,0.28076815231228,0.973990530464303,0.500584675632163,0.319578572829698,0.262471744286358,0,0.542700303838093,0.508787441825468,0.616466624212245
"Business As Usual",123,1,0.808056180264994,1,0.390602924408192,0.606758702078946,0.479800172824233,0.44317329863527,0.680287966090103,0.000651010075467884
"Business As Usual",124,1,0.838110883754956,0.00625209036410884,0.431679300198186,0.582723173615971,1,0.496369227670322,0.957941217573957,1
"Business As Usual",125,1,0.675932279430654,1,0.557144736269472,0.402537515851913,1,0.432287722256522,1,1
"Business As Usual",126,0.529954026083221,0.909153974308589,0.390340495197285,0.319060275065398,0.432607329783477,0.00362530955218681,0.457017019533052,0.721482338853829,0.502785161502655
"Business As Usual",127,0.900700189439548,0.854004636107248,0.59732411900896,0.269599109791488,0.382215075839032,0.16032430184076,0.435947127608569,0.402100078465166,1
"Business As Usual",128,1,0.76660144283305,1,0.412569478921222,0.533978350180463,0.835621184200339,0.411760128775565,0.827495823560277,1
"Business As Usual",129,0.755038384756114,0.773180379449348,0.176303822411181,0.29826069477495,0.563206708043554,0.604527854922043,0.431493721044849,0.607219402867744,1
"Business As Usual",130,0.3801689437393,0.847746901274008,1,0.36655130470306,0.379773305227388,0.992898889047788,0.405362516275954,0.928354732197915,0
"Business As Usual",131,1,0.943168974514971,0.970386909154685,0.371543650246914,0.37280571994597,0,0.502922180697184,0.18168225571247,0.939410063564826
"Business As Usual",132,0.647382936758,0.831745679570559,0.30553470190487,0.453073346164262,0.449887993639632,0.821174045772333,0.358050966063616,0.934896394183087,1
"Business As Usual",133,0.714911236849469,0.885467974497972,0.509562492422886,0.378054559343039,0.283895277682555,0.507779679812324,0.500925898550843,0.469597410552095,1
"Business As Usual",134,0.999667557165082,0.789774494932909,0.248625220321356,0.32269794383797,0.519483765507645,0.949007592849908,0.445105784173534,0.333154636503904,1
"Business As Usual",135,1,0.818299240183982,0.498486045135473,0.374110257893021,0.502752945112959,0.87910471747765,0.492325388505747,1,0.0425129396914338
"Business As Usual",136,0.341602143873043,0.903234603493448,0.847072993480973,0.439635904451352,0.426469122588674,0.488281155290339,0.464961998364231,0.946879910916631,1
"Business As Usual",137,1,0.814832331065896,1,0.44470475030246,0.479739444440101,0.184440166609268,0.579636561285879,0.542432077547122,1
"Business As Usual",138,0.489963423990039,0.957102256612008,0.616281405745336,0.347882067793733,0.313718120572089,0.320601126885578,0.550047427187438,0.139769046057437,0.0336003202325882
"Business As Usual",139,0.879619388920293,0.877682939598251,1,0.32579292425097,0.438653875525831,8.17184050123728e-05,0.467339147560976,0,0.802951716571035
"Business As Usual",140,0.909425315563089,0.778260316199319,0.99103187156021,0.361095088105635,0.414937321673562,0.319626234025042,0.364472688847353,0.742869291499412,0.491941711861962
"Business As Usual",141,0.982832362670571,0.86629362233298,0.996230927744654,0.354759269205007,0.371255463359348,0.283999224892468,0.430956992337164,0.0534459422202919,0.612881461542563
"Business As Usual",142,0.384296966796816,0.942950601712822,0.453959126957904,0.402729440453637,0.457073594969644,0.358163368435751,0.506877278523377,0.556028612237522,0.456247681922429
"Business As Usual",143,0.991291397172353,0.816061938190139,0.869677645967269,0.322965113257592,0.4431856303576,0.103291654059717,0.389750273031154,0.788757501196968,1
"Business As Usual",144,0.765840034670564,0.850002423185887,0.319789399396368,0.356631268867439,0.386330982583432,0.339587107607872,0.456722318358209,0.41337123363656,1
"Business As Usual",145,0.24839300052421,0.902435981622419,0.614058685477314,0.334313793383298,0.485870663227144,0.771160729978124,0.485485060363769,0.534104977687729,1
"Business As Usual",146,1,0.764865882515732,1,0.445651178617877,0.554566527515242,0.323990372087813,0.438775957192746,0.756179476361084,0.445750003562852
"Business As Usual",147,0.686639593564273,0.938820989108363,0.602707212807946,0.359052678805262,0.339117078995441,0.358948031499437,0.460529981117913,0.721572100131192,0
"Business As Usual",148,0.859067110941217,0.845359248258635,0.47994320089141,0.323306114839299,0.501875994661412,0.528364848837199,0.517217654775692,1,0.794374874596657
"Business As Usual",149,-0.00033175478313862,0.924904583541793,0.478767702273104,0.330849805730188,0.278791463189476,0,0.681013455272434,0.533571205155313,0
"Business As Usual",150,0.166495315463464,0.88684686910537,0.71449950211819,0.370829093665833,0.593313641158823,0.552784984541686,0.492892606443462,0.60521682060496,0.306055931828046
"Business As Usual",151,1,0.776797206360242,1,0.478776788559683,0.581556085706547,0.607931881152542,0.473055288419016,0.702394559849613,0.700857359856096
"Business As Usual",152,0.80952710632798,0.886926570743144,0.363909124239841,0.366976055873774,0.387448810993858,0.00138537175141939,0.510563783801795,0.685919147114196,1
"Business As Usual",153,0.858401678900378,0.824049244436985,0.461259953307062,0.376543715974605,0.500420811624434,0.375466669764877,0.515371337122763,0.482267813002439,0.833771211092256
"Business As Usual",154,1,0.750088466235867,0.845163477538427,0.393645418916955,0.463134710219481,0.154820718385118,0.431758715173861,1,0.807147447405969
"Business As Usual",155,0.96123158849811,0.778724990198392,0.808940799016184,0.323173873087408,0.410679814232452,1,0.396878694881097,0.697720141121959,0.277384940535026
"Business As Usual",156,0.65742426851331,0.849138292664124,0.393252500300365,0.272236263743456,0.513381274045985,0.438098494488845,0.53554421051011,0,0
"Business As Usual",157,0.522874496672666,0.663228099150767,1,0.493346817445944,0.579905775884347,1,0.529339465694896,1,1
"Business As Usual",158,1,0.838627419634962,0.974935333647193,0.359202805599134,0.497719974413188,0.303867706822862,0.543042390603836,0.0336304776594897,1
"Business As Usual",159,1,0.793716447785256,1,0.394465831385807,0.35276414337468,0.545461509664004,0.488442320466332,0.071958053778106,1
"Business As Usual",160,1,0.771377887364621,1,0.374190948439681,0.471794380048933,0.89623036159813,0.353559765697428,0.171907642104878,1
"Business As Usual",161,1,0.823300912316574,0.880775125323709,0.311889637400906,0.489761964256582,0.408449345485549,0.400988959009848,0.702928470952278,0.297204709863805
"Business As Usual",162,0.721605126790158,0.907912948764055,1,0.384569355968962,0.469288771362067,0,0.539134177410486,0.342884323004046,0.323846030409386
"Business As Usual",163,0.609877789621672,0.866406379007875,0.704878648729924,0.335259627739427,0.122644507042254,0.0646707781643344,0.593930191641861,0.0534654780952877,0
"Business As Usual",164,0.789974313745261,0.900821825899762,0,0.32900551306056,0.539667702883692,0.00238373493885231,0.52256147634573,0.387412354605921,0
"Business As Usual",165,0.42902070757364,0.796714631204231,0.915190451178545,0.323386822851231,0.487405117216133,0.424993628368683,0.381851166204986,0.413815205730501,1
"Business As Usual",166,0.872701970775904,0.699665162692678,1,0.442434930667931,0.577134757746337,1,0.412823469593453,0.589182574334257,0.861672146747142
"Business As Usual",167,0.669239159751361,0.844126467842893,0.539331834278667,0.320417074538487,0.550524877108244,0.000162642255791697,0.45068130548926,0.498819931186096,1
"Business As Usual",168,0.82811505964218,0.991743201660579,0.0118018185497629,0.3584229389606,0.384168150251362,0,0.478073035697621,0.491936417676341,0.918738032626023
"Business As Usual",169,0.484550628167887,0.805526854020671,1,0.359454476208289,0.487718527010806,0.973571714884496,0.45908012626064,0.70361279198853,1
"Business As Usual",170,0.892153385486872,0.854393392474827,1,0.338678257315309,0.286672469490308,0.211910656104219,0.373896409036862,0.789256774010706,0.498895830594494
"Business As Usual",171,0.480007510895836,0.918758556504982,0.580517311099051,0.333330223114773,0.454479692629025,0.157641489796259,0.395907871484053,0.502347161961768,1
"Business As Usual",172,0.873427767535282,0.861303417437888,0,0.458582644624357,0.488560865933522,1,0.419511996993525,0.507282363011334,0.42571692361256
"Business As Usual",173,0.972853755460778,0.836258798325537,1,0.280029691718429,0.588409677500386,0.544684666527899,0.401431062933186,0,0.834737960865429
"Business As Usual",174,0.819856131760182,0.835486533858782,0.0896585865824111,0.464565718840676,0.532296751454848,0.877868178265138,0.469240384180792,0.779244441460382,0.11239045681971
"Business As Usual",175,-0.000433728370083498,0.948124030809561,1,0.363537117602917,0.559759329432392,0,0.490303376887281,0.401425182395143,0.369066057755871
"Business As Usual",176,0.781034522991623,0.89911604093026,0.927734051431851,0.246550226004752,0.431960028110493,0.227465073425149,0.345429857670071,0.19978267820105,0.340013335411296
"Business As Usual",177,0.879392524213207,0.86192203339265,0.749274812720314,0.424194534993156,0.475325635444546,0.0726629715929568,0.426308859552384,0.882704277337488,1
"Business As Usual",178,1,0.752442715390336,0,0.353545637359093,0.634832257427921,0.142005502311383,0.460576692299763,0.639030025799077,1
"Business As Usual",179,0.875257757168462,0.783343319635569,0.897071609157062,0.351379524123727,0.492866108283181,0.19499642876079,0.451027843885787,0.712048609632896,0
"Business As Usual",180,0.10920945395273,0.900732822019131,0.686951418239787,0.345975140279243,0.435108705792373,0.114669770530567,0.538002671990177,0.0587073272748245,0.56154341279843
"Business As Usual",181,0.459230928935948,0.904326509921717,0.326803009297854,0.319744848419821,0.403597942664376,0.11330311169963,0.469054035400597,0.819809175094924,0.160985539491155
"Business As Usual",182,1,0.815934442951307,0.810131525351315,0.379599197179912,0.631920510445403,0,0.474864931239046,0.108049362611749,1
"Business As Usual",183,0.872720773837888,0.92108796997486,0.640010551968553,0.286227042540743,0.449638027865944,0.154715014376337,0.430909896770107,0.353654847189331,1
"Business As Usual",184,0.772534827333334,0.897147119955683,0.308430564027266,0.368948707404369,0.519224712655677,0.379360640889082,0.471105565713584,0.61582278638244,0.921299932503173
"Business As Usual",185,0.960071336921393,0.733304547384114,1,0.393133297182421,0.560157106335097,0.117376587905393,0.477757935695701,0.759975488088975,1
"Business As Usual",186,1,0.884323171666466,0.639069461783189,0.370639221514679,0.368368435253718,0.363372682241701,0.42593764404158,0.675414460488451,0.72558148426288
"Business As Usual",187,1,0.812606231516088,1,0.367125106505462,0.442993961019405,0.000402274996844999,0.485837331397761,0.385492241155429,0.91640474137774
"Business As Usual",188,0.934075173601394,0.809854475903624,1,0.322810845233652,0.451858275496003,0.503073524061161,0.451587279732853,0.682161108640573,1
